TransNo,TransDt,V_TYPE,V_NO,TransType,AccNo,V_DT,V_ENTDT,Amount,Acc_No,Narrionation,V_NAR1,V_NAR2,V_ENO,MEMBERNO,V_CHKNO,BNK_NAM,RECO_DT,LCODE,LDATE,LTIME,INWARD,PURPOSE,LOANCD,SUBOFF,CHQDRF,PCODE,PIN,SLNO,INST_DT,SLIP_DT,MTH,YR,ST_DATE,AppYesNo,AppDate,AppBy,TokenNo,Trans_Branch,Mon_No,Year_No,Dept,mysrno,PinNo,SerialNo,Print_YN,Print_Dt,Prev_Chq_No,ChequeOnName,FDRegSrNo,User_Dept,SendToNeft_Branch,SendToNeft_User_Branch,SendToNeft_User_DATE_Branch,SendToNeft_Bank,SendToNeft_User_Bank,SendToNeft_User_DATE_Bank
CE2301-000302,2022-05-26,8,800136,,800136,2022-05-26,,24780,,CASH DEPOSITED IN BOI DT. 26.06.2022 RS. 24780/-,,,0,,,,,9000146,2022-05-26,,,,,,,,,,,,,,,1,2022-05-26,9000049,,8,,,,45858,,,,,,,,8,,,,,,
CE2301-000303,2022-05-26,8,800137,,800137,2022-05-26,,20000,,CASH DEPOSITED IN MDC CO - OP BANK LTD RS.20;000/- DTD 26/05/2022.,,,0,,,,,9000074,2022-05-26,,,,,,,,,,,,,,,1,2022-05-26,9000047,,8,,,,45881,,,,,,,,5,,,,,,
CE2301-000304,2022-05-26,8,800138,,800138,2022-05-26,,3480,,CASH TR TO BANK OF INDIA DADAR BR AMT-3480/- DT=25/05/2022,,,0,,,,,9000062,2022-05-26,,,,,,,,,,,,,,,1,2022-05-26,9000022,,8,,,,45886,,,,,,,,11,,,,,,
CE2301-000305,2022-05-26,8,800030,,800030,2022-05-26,,20000,,BEING THE CASH DEPOSITED IN BANK OF INDIA    AMT-20000/-    DT- 25/05/2022,,,0,,,,,9000143,2022-05-26,,,,,,,,,,,,,,,1,2022-05-26,9000028,,4,,,,45895,,,,,,,,11,,,,,,
CE2301-000306,2022-05-26,8,800036,,800036,2022-05-26,,130,,CASH DEPOSITED AT BANK OF INDIA 130/- DT 25/05/2022,,,0,,,,,9000075,2022-05-26,,,,,,,,,,,,,,,1,2022-05-27,9000060,,1,,,,45896,,,,,,,,11,,,,,,
CE2301-000307,2022-05-27,8,800021,,800021,2022-05-27,,20140,,CASH DEPOSITED IN BOI RS 20140/- DT - 26/05/2022,,,0,,,,,9000148,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,9000025,,6,,,,45943,,,,,,,,11,,,,,,
CE2301-000308,2022-05-27,8,800139,,800139,2022-05-27,,22500000,,BEING THE AMT TRANSFER FROM MDC BANK SB AC 60 TO MDC BANK CURRENT AC 87 ON 13/5/22-RS.2500000;17/5-RS.5000000;20/5-RS.5000000;24/5-RS.5000000;26/5-RS.5000000,,,0,,,,,9000076,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,sa,,8,,,,45959,,,,,,,,4,,,,,,
CE2301-000309,2022-05-27,8,800140,,800140,2022-05-27,,33000000,,BEING THE AMT TRANSFER FROM MDC BANK SB AC 60 TO MDC BANK CC AC 86 ON 17/5/22-RS.5000000;19/5-RS.5000000;RS.2500000;20/5-RS.10000000;24/5-RS.500000;25/5-RS.10000000,,,0,,,,,9000076,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,sa,,8,,,,45962,,,,,,,,4,,,,,,
CE2301-000310,2022-05-27,8,800141,,800141,2022-05-27,,1970000,,BEING THE AMT OF BOI CURRENT AC MULUND BR TRANSFERED TO BOI SB AC 1762 ON 13/5/22-RS.250000;21/5-RS.1720000.,,,0,,,,,9000076,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,sa,,8,,,,45964,,,,,,,,4,,,,,,
CE2301-000311,2022-05-27,8,800142,,800142,2022-05-27,,1697407.74,,BEING THE AMT OF BOI CURRENT AC MAJAS BR TRANSFERED TO BOI SB AC 1762 ON 13/5-RS.240;16/5-RS.22800;17/5-RS;20120;18/5-RS.85380;19/5-RS.405560;20/5-RS.7200;21/5-RS.434100;23/5-RS.145220;24/5-RS.390;25/5-RS.32297.74;26/5-RS.544100,,,0,,,,,9000076,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,sa,,8,,,,45966,,,,,,,,4,,,,,,
CE2301-000312,2022-05-27,8,800143,,800143,2022-05-27,,1086523.74,,BEING THE AMT OF BOI CURRENT AC DEONAR BR TRANSFERED TO BOI SB AC 1762 ON 16/5-RS.75300;17/5-RS.1740;18/5-RS.120;19/5-RS.339600;20/5-RS.189636;23/5-RS.250;24/5-RS.288720;25/5-RS191157.74,,,0,,,,,9000076,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,sa,,8,,,,45970,,,,,,,,4,,,,,,
CE2301-000313,2022-05-27,8,800144,,800144,2022-05-27,,2664900,,BEING THE AMT OF BOI CURRENT AC GOREGAON BR TRANSFERED TO BOI SB AC 1762 ON 16/5/2022-RS.805340;22/5/2022-RS.1859360,,,0,,,,,9000076,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,sa,,8,,,,45973,,,,,,,,4,,,,,,
CE2301-000314,2022-05-27,8,800145,,800145,2022-05-27,,1553000,,BEING THE AMT OF BOI CURRENT AC SION BR TRANSFERED TO BOI SB AC 1762 ON 17/5/2022-RS.733000;24/5/2022-RS.820000.,,,0,,,,,9000076,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,sa,,8,,,,45975,,,,,,,,4,,,,,,
CE2301-000315,2022-05-27,8,800146,,800146,2022-05-27,,20000,,CASH DEPOSITED IN MDC CO - OP BANK LTD RS.20;000/- DT 27/05/2022.,,,0,,,,,9000142,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,9000047,,8,,,,45976,,,,,,,,5,,,,,,
CE2301-000316,2022-05-27,8,800147,,800147,2022-05-27,,1047612,,BEING THE AMT OF BOI CURRENT AC DADAR BR TRANSFERED TO BOI SB AC 1762 ON 20/5/2022.,,,0,,,,,9000076,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,sa,,8,,,,45979,,,,,,,,4,,,,,,
CE2301-000317,2022-05-27,8,800031,,800031,2022-05-27,,250,,CASH DEPOSITED IN BOI RS.250 /- DT.(25/05/2022 - RS.130 /-)  (26/05/2022 - RS.120 /- ),,,0,,,,,9000070,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,9000031,,5,,,,46036,,,,,,,,11,,,,,,
CE2301-000318,2022-05-27,8,800031,,800031,2022-05-27,,240,,BEING THE CASH DEPOSITED IN BANK OF INDIA    AMT- 240/-   DT - 26/05/2022,,,0,,,,,9000045,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,9000035,,4,,,,46068,,,,,,,,11,,,,,,
CE2301-000319,2022-05-27,8,800148,,800148,2022-05-27,,18490,,CASH DEPOSITED IN BANK DT. 26/05/2022 RS. 18490/-,,,0,,,,,9000091,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,9000022,,8,,,,46069,,,,,,,,11,,,,,,
CE2301-000320,2022-05-27,8,800032,,800032,2022-05-27,,240,,CASH DEPOSITED IN BANK DATED-26.05.2022 AMT-240/-,,,0,,,,,9000073,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,9000027,,3,,,,46079,,,,,,,,11,,,,,,
CE2301-000321,2022-05-27,8,800022,,800022,2022-05-27,,40860,,CASH TR TO BOI SION BRANCH DT 25/05/2022 (RS20370) 26//05/2022 (RS20490),,,0,,,,,9000064,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,9000080,,2,,,,46086,,,,,,,,11,,,,,,
CE2301-000322,2022-05-27,8,800149,,800149,2022-05-27,,2600,,BEING THE AMOUNT WITHDRAWN FOR 101 REGISTER AD NOTICES AS PER LIST ATTACHED.,,,0,,786315,,,9000061,2022-05-27,,,,,,,,,,,,,,,1,2022-05-27,9000014,,8,,,,46102,,,,,,,,2,,,,,,
CE2301-000324,2022-05-30,8,800151,,800151,2022-05-30,,7080,,CASH DEPOSITED IN BOI DT. 30.05.2022 RS. 7080/-,,,0,,,,,9000146,2022-05-30,,,,,,,,,,,,,,,1,2022-05-30,9000049,,8,,,,46248,,,,,,,,8,,,,,,
CE2301-000325,2022-05-30,8,800152,,800152,2022-05-30,,7222,,CASH DEPOSITED IN BANK - DT-27/05/2022 RS. 7222/-,,,0,,,,,9000139,2022-05-30,,,,,,,,,,,,,,,1,2022-05-30,9000062,,8,,,,46249,,,,,,,,11,,,,,,
CE2301-000326,2022-05-30,8,800032,,800032,2022-05-30,,260,,CASH DEPOSITED IN BOI RS. 260 /-  DT. 27/05/2022,,,0,,,,,9000070,2022-05-30,,,,,,,,,,,,,,,1,2022-05-30,9000031,,5,,,,46250,,,,,,,,11,,,,,,
CE2301-000327,2022-05-30,8,800032,,800032,2022-05-30,,370,,BEING THE CASH DEPOSITED IN BANK OF INDIA   AMT- 370/-   DT - 27/05/2022,,,0,,,,,9000143,2022-05-30,,,,,,,,,,,,,,,1,2022-05-30,9000035,,4,,,,46258,,,,,,,,11,,,,,,
CE2301-000328,2022-05-30,8,800153,,800153,2022-05-30,,20000,,CASH DEPOSITED IN MDC CO - OP BANK LTD RS.20;000/- DT 30/05/2022.,,,0,,,,,9000142,2022-05-30,,,,,,,,,,,,,,,1,2022-05-30,9000038,,8,,,,46259,,,,,,,,5,,,,,,
CE2301-000329,2022-05-30,8,800037,,800037,2022-05-30,,17960,,CASH DEPOSITED AT BANK OF INDIA 17960/- DT 27/05/2022,,,0,,,,,9000075,2022-05-30,,,,,,,,,,,,,,,1,2022-05-30,9000037,,1,,,,46270,,,,,,,,11,,,,,,
CE2301-000330,2022-05-31,8,800022,,800022,2022-05-31,,980,,CASH DEPOISTED IN BANK OF INDIA DT-27-5-22-240;30-5-22-500;31-5-22-240 TOTAL-980/,,,0,,,,,9000079,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,9000025,,6,,,,46298,,,,,,,,11,,,,,,
CE2301-000331,2022-05-31,8,800154,,800154,2022-05-31,,30000000,,BEING THE AMT TRANSFER FROM MDC BANK CURRENT AC 87 TO MDC BANK SB AC 60 ON 30/5/2022.,,,0,,,,,9000076,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,sa,,8,,,,46310,,,,,,,,4,,,,,,
CE2301-000332,2022-05-31,8,800155,,800155,2022-05-31,,5000000,,BEING THE AMT TRANSFER FROM MDC BANK SB AC 60 TO MDC BANK CURRENT AC 87 ON 27/5/2022.,,,0,,,,,9000076,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,sa,,8,,,,46317,,,,,,,,4,,,,,,
CE2301-000333,2022-05-31,8,800156,,800156,2022-05-31,,5000000,,BEING THE AMT TRANSFER FROM MDC BANK SB AC 60 TO MDC BANK CC AC 86 ON 27/5/2022.,,,0,,,,,9000076,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,sa,,8,,,,46318,,,,,,,,4,,,,,,
CE2301-000334,2022-05-31,8,800157,,800157,2022-05-31,,2279840,,BEING THE AMT OF BOI CURRENT AC DEONAR BR TRANSFERED TO BOI SB AC 1762 ON 27/5/22-RS.350000;30/5/2022-RS.1929840.,,,0,,,,,9000076,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,sa,,8,,,,46319,,,,,,,,4,,,,,,
CE2301-000335,2022-05-31,8,800023,,800023,2022-05-31,,20000,,CASH DEPOISTED IN BANK OF INDIA DT-23-5-2022;CASH 20000/ WRONGLY NOT MANSTION AMOUNT 24-5-22;NOW CONTRA 31-5-22    20000/,,,0,,,,,9000079,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,9000025,,6,,,,46320,,,,,,,,11,,,,,,
CE2301-000336,2022-05-31,8,800158,,800158,2022-05-31,,3800000,,BEING THE AMT OF BOI CURRENT AC DADAR BR TRANSFERED TO BOI SB AC 1762 ON 26/5/2022.,,,0,,,,,9000076,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,sa,,8,,,,46322,,,,,,,,4,,,,,,
CE2301-000337,2022-05-31,8,800159,,800159,2022-05-31,,320000,,BEING THE AMT OF BOI CURRENT AC MULUND BR TRANSFERED TO BOI SB AC 1762 ON 27/5/2022.,,,0,,,,,9000076,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,sa,,8,,,,46323,,,,,,,,4,,,,,,
CE2301-000338,2022-05-31,8,800160,,800160,2022-05-31,,474410,,BEING THE AMT OF BOI CURRENT AC MAJAS  BR TRANSFERED TO BOI SB AC 1762 ON 27/5/22-RS.183640;30/5/22-RS.290770.,,,0,,,,,9000076,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,sa,,8,,,,46324,,,,,,,,4,,,,,,
CE2301-000339,2022-05-31,8,800161,,800161,2022-05-31,,2224777,,BEING THE AMT OF BOI CURRENT AC GOREGAON BR TRANSFERED TO BOI SB AC 1762 ON 30/5/2022.,,,0,,,,,9000076,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,sa,,8,,,,46325,,,,,,,,4,,,,,,
CE2301-000340,2022-05-31,8,800023,,800023,2022-05-31,,45240,,CASH   TR TO BOI  SION BRANCH  DT 27/05/22 (RS 24970)  DT 30/05/22 ( RS20) DT 31/05/22 (RS20250),,,0,,,,,9000064,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,9000034,,2,,,,46327,,,,,,,,11,,,,,,
CE2301-000341,2022-05-31,8,800162,,800162,2022-05-31,,29996,,BEING THE AMOUNT WITHDRAWN AS PETTY CASH FOR COLABA HO.,,,0,,786316,,,9000057,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,9000014,,8,,,,46328,,,,,,,,2,,,,,,
CE2301-000342,2022-05-31,8,800033,,800033,2022-05-31,,20730,,CASH DEPOSITED IN BANK DT 27.05.22 AMT-370/- & DT-28.05.22 AMT-20360/- TOTAL=20730/-,,,0,,,,,9000073,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,9000027,,3,,,,46330,,,,,,,,11,,,,,,
CE2301-000343,2022-05-31,8,800163,,800163,2022-05-31,,6800,,BEING THE AMOUNT PAID TO AASHISH CABLE TV NETWORK 21 NO TV CABLE RECHARGE FOR THE MONTH OF MAY - 2022 & H 15. BROADBAND SERVICES DL 10/05/2022 TO 09/06/2022 AT SOCIETY OWNERSHIP BUNGALOW LONAWALA PUNE AS PER BILL ATTACHED,,,0,,786317,,,9000057,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,9000014,,8,,,,46331,,,,,,,,2,,,,,,
CE2301-000344,2022-05-31,8,800033,,800033,2022-05-31,,20120,,BEING THE CASH DEPOSITED IN BANK OF INDIA    AMT- 20120/-  DT - 30/05/2022;,,,0,,,,,9000143,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,9000035,,4,,,,46333,,,,,,,,11,,,,,,
CE2301-000345,2022-05-31,8,800038,,800038,2022-05-31,,360,,CASH DEPOSITE AT BANK OF INDIA RS.360/- DT.30/05/2022,,,0,,,,,9000060,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,9000051,,1,,,,46334,,,,,,,,11,,,,,,
CE2301-000346,2022-05-31,8,800039,,800039,2022-05-31,,250,,CASH DEPOSITED AT BANK OF INDIA RS.250/- DT.31/05/2022,,,0,,,,,9000060,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,9000051,,1,,,,46336,,,,,,,,11,,,,,,
CE2301-000347,2022-05-31,8,800033,,800033,2022-05-31,,6865,,CASH DEPOSITED IN BOI RS.6865 /-  (DT. 30/05/2022  RS.6745 /- ; 31/05/2022  RS.120 /- .),,,0,,,,,9000070,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,9000031,,5,,,,46340,,,,,,,,11,,,,,,
CE2301-000348,2022-05-31,8,800164,,800164,2022-05-31,,20000,,CASH DEPOSITED IN MDC CO - OP BANK LTD RS.20;000/- DT 31/05/2022.,,,0,,,,,9000142,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,9000038,,8,,,,46341,,,,,,,,5,,,,,,
CE2301-000349,2022-05-31,8,800165,,800165,2022-05-31,,25122,,CASH DEPOSITED IN BOI DT. 31.05.2022 RS. 25122/-,,,0,,,,,9000146,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,9000049,,8,,,,46342,,,,,,,,8,,,,,,
CE2301-000350,2022-05-31,8,800166,,800166,2022-05-31,,13650,,CASH DEPOSITED IN BOI DADAR BR AMT-13650/-DATE-30/05/2022 AMT-13640/- & DATE-31/05/2022 AMT-10/-,,,0,,,,,9000139,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,9000022,,8,,,,46343,,,,,,,,11,,,,,,
CE2301-000351,2022-05-31,8,800167,,800167,2022-05-31,,470,,BEING THE AMOUNT OF CASH DEPOSITED IN BOI,,,0,,,,,9000050,2022-05-31,,,,,,,,,,,,,,,1,2022-05-31,9000026,,8,,,,46344,,,,,,,,3,,,,,,
CE2301-000352,2022-06-01,8,800168,,800168,2022-06-01,,20000,,CASH DEPOSITED MDC CO  BANK LTD. RS. 20000/- DT. 01/06/2022,,,0,,,,,9000084,2022-06-01,,,,,,,,,,,,,,,1,2022-06-01,9000038,,8,,,,46484,,,,,,,,5,,,,,,
CE2301-000353,2022-06-02,8,800169,,800169,2022-06-02,,20000,,CASH DEPOSITED IN MDC CO-OP BANK LTD RS 20000/- DT 02/06/2022,,,0,,,,,9000138,2022-06-02,,,,,,,,,,,,,,,1,2022-06-02,9000038,,8,,,,46617,,,,,,,,5,,,,,,
CE2301-000354,2022-06-02,8,800040,,800040,2022-06-02,,480,,CASH TRANSFERD TO BANK OF INDIA ELECTRIC HOUSE COLABA BRANCH ; AMOUNT RS. 480/-; DT. 01/06/2022,,,0,,,,,9000053,2022-06-02,,,,,,,,,,,,,,,1,2022-06-02,9000060,,1,,,,46622,,,,,,,,11,,,,,,
CE2301-000355,2022-06-02,8,800034,,800034,2022-06-02,,480,,CASH DEPOSITED IN BANK DATED-01.06.2022 AMT-480/-,,,0,,,,,9000073,2022-06-02,,,,,,,,,,,,,,,1,2022-06-02,9000028,,3,,,,46639,,,,,,,,11,,,,,,
CE2301-000356,2022-06-02,8,800170,,800170,2022-06-02,,27140,,CASH DEPOSITED IN BOI DT.02.06.2022 RS.27140/-,,,0,,,,,9000146,2022-06-02,,,,,,,,,,,,,,,1,2022-06-02,9000046,,8,,,,46640,,,,,,,,8,,,,,,
CE2301-000357,2022-06-02,8,800171,,800171,2022-06-02,,870,,CASH DEPOSITED IN BANK DT:-01/06/2022 AMT-870,,,0,,,,,9000139,2022-06-02,,,,,,,,,,,,,,,1,2022-06-02,9000022,,8,,,,46671,,,,,,,,11,,,,,,
CE2301-000358,2022-06-02,8,800172,,800172,2022-06-02,,2000,,BEING THE AMOUNT WITHDRAWN AS PETTY CASH FOR BORIVALI BRANCH AS PER MCR NO.                DT. 30/05/2022,,,0,,786318,,,9000057,2022-06-02,,,,,,,,,,,,,,,1,2022-06-02,9000014,,8,,,,46672,,,,,,,,2,,,,,,
CE2301-000359,2022-06-02,8,800173,,800173,2022-06-02,,5000,,BEING THE AMOUNT WITHDRAWN FOR PRUCHASING REVENUE STAMP TO BE DISTRIBUTED TO ALL BRANCHES AS PER THEIR REQUIRMENT,,,0,,786319,,,9000057,2022-06-02,,,,,,,,,,,,,,,1,2022-06-02,9000014,,8,,,,46676,,,,,,,,2,,,,,,
CE2301-000360,2022-06-02,8,800034,,800034,2022-06-02,,380,,BEING THE CASH DEPOSITED IN BANK OF INDIA     AMT - 380/- DT - 01/06/2022,,,0,,,,,9000143,2022-06-02,,,,,,,,,,,,,,,1,2022-06-02,9000035,,4,,,,46678,,,,,,,,11,,,,,,
CE2301-000361,2022-06-03,8,800174,,800174,2022-06-03,,1885,,BEING THE AMT WITHDRAWN AS  PETTY CASH ANIK BRANCH FOR THE MONTH OF MAY  - 2022,,,0,,786320,,,9000057,2022-06-03,,,,,,,,,,,,,,,1,2022-06-03,9000014,,8,,,,46766,,,,,,,,2,,,,,,
CE2301-000362,2022-06-03,8,800175,,800175,2022-06-03,,1186,,BEING THE AMT WITHDRAWN AS  PETTY CASH MAJAS  BRANCH FOR THE MONTH OF MAY  - 2022,,,0,,786321,,,9000057,2022-06-03,,,,,,,,,,,,,,,1,2022-06-03,9000014,,8,,,,46789,,,,,,,,2,,,,,,
CE2301-000363,2022-06-03,8,800034,,800034,2022-06-03,,370,,CASH DEPOSITED IN BOI RS.370 /-  DT.02/06/2022,,,0,,,,,9000070,2022-06-03,,,,,,,,,,,,,,,1,2022-06-03,9000031,,5,,,,46833,,,,,,,,11,,,,,,
CE2301-000364,2022-06-03,8,800176,,800176,2022-06-03,,20000,,CASH DEPOSITED IN MDC CO OP BANK LTD. RS. 20000/- DT. 03/06/2022,,,0,,,,,9000084,2022-06-03,,,,,,,,,,,,,,,1,2022-06-03,9000038,,8,,,,46835,,,,,,,,5,,,,,,
CE2301-000365,2022-06-03,8,800024,,800024,2022-06-03,,1080,,CASH DEPOSITD IN BOI ( RS - 480/- DT - 01/06/2022 ; RS - 600/- DT - 02/06/2022 ),,,0,,,,,9000148,2022-06-03,,,,,,,,,,,,,,,1,2022-06-03,9000037,,6,,,,46837,,,,,,,,11,,,,,,
CE2301-000366,2022-06-03,8,800177,,800177,2022-06-03,,20588,,CASH DEPOSITED IN BANK DT:-02/06/2022 AMT-20588/-,,,0,,,,,9000139,2022-06-03,,,,,,,,,,,,,,,1,2022-06-03,9000062,,8,,,,46838,,,,,,,,11,,,,,,
CE2301-000367,2022-06-03,8,800041,,800041,2022-06-03,,240,,CASH DEPOSITED AT BANK OF INDIA AMT.240/-DT.02/06/2022,,,0,,,,,9000060,2022-06-03,,,,,,,,,,,,,,,1,2022-06-03,9000029,,1,,,,46843,,,,,,,,11,,,,,,
CE2301-000368,2022-06-03,8,800035,,800035,2022-06-03,,140,,CASH DEPOSITED IN BANK DT-02.06.2022 AMT-140/-,,,0,,,,,9000073,2022-06-03,,,,,,,,,,,,,,,1,2022-06-03,9000028,,3,,,,46845,,,,,,,,11,,,,,,
CE2301-000369,2022-06-03,8,800024,,800024,2022-06-03,,990,,CASH  TR TO BOI SION  BRANCH DT 1/06/22  (RS 860)  DT 2/06/22 (RS130),,,0,,,,,9000064,2022-06-03,,,,,,,,,,,,,,,1,2022-06-03,9000034,,2,,,,46846,,,,,,,,11,,,,,,
CE2301-000370,2022-06-06,8,800001,,800001,2022-06-06,,170,,CASH DEPOSITED IN BANK DT.01/06/2022 RS.130/- ; DT. 02/06/2022 RS. 20/- & 03/06/2022 RS. 20 TOTAL RS. 170/- ON 04/06/2022,,,0,,,,,9000091,2022-06-06,,,,,,,,,,,,,,,1,2022-06-06,9000027,,9,,,,46920,,,,,,,,11,,,,,,
CE2301-000371,2022-06-06,8,800025,,800025,2022-06-06,,240,,CASH DEPOISTED IN BANK OF INDIA DT 6-6-22;CASH-240/,,,0,,,,,9000079,2022-06-06,,,,,,,,,,,,,,,1,2022-06-06,9000079,,6,,,,46956,,,,,,,,11,,,,,,
CE2301-000372,2022-06-06,8,800178,,800178,2022-06-06,,3540,,CASH DEPOSITED IN BOI DT. 06.06.2022 RS. 3540/-,,,0,,,,,9000146,2022-06-06,,,,,,,,,,,,,,,1,2022-06-06,9000046,,8,,,,46964,,,,,,,,8,,,,,,
CE2301-000373,2022-06-06,8,800179,,800179,2022-06-06,,380,,CASH DEPOSITED IN BOI DTD 3/6/2022 AMT- 380,,,0,,,,,9000022,2022-06-06,,,,,,,,,,,,,,,1,2022-06-06,9000022,,8,,,,46997,,,,,,,,11,,,,,,
CE2301-000374,2022-06-06,8,800035,,800035,2022-06-06,,20,,BEING THE CASH DEPOSITED IN BANK OF INDIA    AMT - 20/-   DT - 3/06/2022,,,0,,,,,9000143,2022-06-06,,,,,,,,,,,,,,,1,2022-06-06,9000035,,4,,,,47003,,,,,,,,11,,,,,,
CE2301-000375,2022-06-06,8,800036,,800036,2022-06-06,,360,,CASH DEPOSITED IN BANK DT-03.06.2022 AMT-360/-,,,0,,,,,9000073,2022-06-06,,,,,,,,,,,,,,,1,2022-06-06,9000028,,3,,,,47005,,,,,,,,11,,,,,,
CE2301-000376,2022-06-06,8,800180,,800180,2022-06-06,,79175,,BEING REC. NO.500129 DT.10/5/2022 NOW REVERSE; BOI WRONGLY DEBITED INSTEAD OF MDC CURRENT A/C SO ENTRY NOW RECTIFIED.,,,0,,662458,,,9000061,2022-06-06,,,,,,,,,,,,,,,1,2022-06-06,9000014,,8,,,,47008,,,,,,,,2,,,,,,
CE2301-000377,2022-06-06,8,800042,,800042,2022-06-06,,490,,CASH DEPOSITED IN BANK OF INDIA ELECTRIC HOUSE AMT.490/-DT.03/06/2022,,,0,,,,,9000060,2022-06-06,,,,,,,,,,,,,,,1,2022-06-06,9000053,,1,,,,47010,,,,,,,,11,,,,,,
CE2301-000378,2022-06-06,8,800035,,800035,2022-06-06,,20480,,CASH DEPOSITED IN BOI DT.03/06/2022 RS.20480/-,,,0,,,,,9000070,2022-06-06,,,,,,,,,,,,,,,1,2022-06-06,9000031,,5,,,,47011,,,,,,,,11,,,,,,
CE2301-000380,2022-06-06,8,800182,,800182,2022-06-06,,20000,,CASH DEPOSITED IN MDC BANK LTD RS. 20000/- DT. 06/06/2022,,,0,,,,,9000084,2022-06-06,,,,,,,,,,,,,,,1,2022-06-06,9000038,,8,,,,47013,,,,,,,,5,,,,,,
CE2301-000381,2022-06-07,8,800183,,800183,2022-06-07,,5000000,,BEING THE AMT TRANSFER FROM MDC BANK SB AC 60 TO MDC BANK CC AC 86 ON 18/5/2022.,,,0,,,,,9000076,2022-06-07,,,,,,,,,,,,,,,1,2022-06-07,sa,,8,,,,47051,,,,,,,,4,,,,,,
CE2301-000382,2022-06-07,8,800184,,800184,2022-06-07,,310890,,BEING THE AMT OF BOI CURRENT AC MAJAS BR TRANSFERED TO BOI SB AC 1762 ON 30/5/2022-RS.290770;31/5/2022-RS.20120.,,,0,,,,,9000076,2022-06-07,,,,,,,,,,,,,,,1,2022-06-07,sa,,8,,,,47053,,,,,,,,4,,,,,,
CE2301-000383,2022-06-07,8,800185,,800185,2022-06-07,,170730,,BEING THE AMT OF BOI CURRENT AC GOREGAON  BR TRANSFERED TO BOI SB AC 1762 ON 31/5/2022.,,,0,,,,,9000076,2022-06-07,,,,,,,,,,,,,,,1,2022-06-07,sa,,8,,,,47055,,,,,,,,4,,,,,,
CE2301-000384,2022-06-07,8,800186,,800186,2022-06-07,,600000,,BEING THE AMT OF BOI CURRENT AC MULUND BR TRANSFERED TO BOI SB AC 1762 ON 31.05.2022.,,,0,,,,,9000076,2022-06-07,,,,,,,,,,,,,,,1,2022-06-07,sa,,8,,,,47057,,,,,,,,4,,,,,,
CE2301-000385,2022-06-07,8,800187,,800187,2022-06-07,,30000000,,BEING THE AMT TRANSFER FROM MDC BANK SB AC 60 TO MDC BANK  CC A/C 86 ON 01/6/2022 RS.1CR; 03/6/2022-RS.2CR.,,,0,,,,,9000076,2022-06-07,,,,,,,,,,,,,,,1,2022-06-07,sa,,8,,,,47059,,,,,,,,4,,,,,,
CE2301-000386,2022-06-07,8,800188,,800188,2022-06-07,,20000000,,BEING THE AMT TRANSFER FROM MDC BANK SB AC 60 TO MDC BANK CURRENT AC 87 ON 01/6/2022-RS.1CR; 2/6/2022-RS.1CR.,,,0,,,,,9000076,2022-06-07,,,,,,,,,,,,,,,1,2022-06-07,sa,,8,,,,47062,,,,,,,,4,,,,,,
